Combination,Unique Rows,Unique Rows Excluding Columns,Score
"age_at_visit, OTHER_LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT",1155,386,1.187878787878788
"age_at_visit, OTHER_LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",1084,464,1.1937269372693726
"age_at_visit, OTHER_LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1",1017,515,1.2222222222222223
"age_at_visit, OTHER_LANGUAGE, MARITAL_STATUS, EDUCATION, GENDER",1108,593,1.0514440433212997
"age_at_visit, OTHER_LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",1075,445,1.2213953488372093
"age_at_visit, OTHER_LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",1005,510,1.2417910447761193
"age_at_visit, OTHER_LANGUAGE, MARITAL_STATUS, EMPLOYMENT, GENDER",1075,584,1.092093023255814
"age_at_visit, OTHER_LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",938,621,1.2121535181236673
"age_at_visit, OTHER_LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER",1017,684,1.056047197640118
"age_at_visit, OTHER_LANGUAGE, MARITAL_STATUS, ETHNICITY_1, GENDER",937,736,1.0907150480256136
"age_at_visit, OTHER_LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",1108,423,1.2048736462093863
"age_at_visit, OTHER_LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1",1036,467,1.2461389961389961
"age_at_visit, OTHER_LANGUAGE, EDUCATION, EMPLOYMENT, GENDER",1101,528,1.11716621253406
"age_at_visit, OTHER_LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",975,575,1.2133333333333334
"age_at_visit, OTHER_LANGUAGE, EDUCATION, LGBT_IDENTITY, GENDER",1058,658,1.0396975425330812
"age_at_visit, OTHER_LANGUAGE, EDUCATION, ETHNICITY_1, GENDER",970,687,1.1041237113402063
"age_at_visit, OTHER_LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",963,581,1.2222222222222223
"age_at_visit, OTHER_LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, GENDER",1040,642,1.073076923076923
"age_at_visit, OTHER_LANGUAGE, EMPLOYMENT, ETHNICITY_1, GENDER",962,698,1.1018711018711018
"age_at_visit, OTHER_LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, GENDER",888,796,1.0833333333333333
"age_at_visit, INCOME, RACE_1, CURRENT_GENDER, MARITAL_STATUS",1013,756,0.9891411648568608
"age_at_visit, INCOME, RACE_1, CURRENT_GENDER, EDUCATION",1071,746,0.9449112978524743
"age_at_visit, INCOME, RACE_1, CURRENT_GENDER, EMPLOYMENT",1053,723,0.9829059829059829
"age_at_visit, INCOME, RACE_1, CURRENT_GENDER, LGBT_IDENTITY",955,802,1.0010471204188482
"age_at_visit, INCOME, RACE_1, CURRENT_GENDER, ETHNICITY_1",832,854,1.0865384615384615
"age_at_visit, INCOME, RACE_1, CURRENT_GENDER, GENDER",740,829,1.2554054054054054
"age_at_visit, INCOME, RACE_1, MARITAL_STATUS, EDUCATION",1044,596,1.1130268199233717
"age_at_visit, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT",1022,586,1.1467710371819961
"age_at_visit, INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY",969,642,1.151702786377709
"age_at_visit, INCOME, RACE_1, MARITAL_STATUS, ETHNICITY_1",880,706,1.1954545454545455
"age_at_visit, INCOME, RACE_1, MARITAL_STATUS, GENDER",998,763,0.996993987975952
"age_at_visit, INCOME, RACE_1, EDUCATION, EMPLOYMENT",1043,569,1.1399808245445828
"age_at_visit, INCOME, RACE_1, EDUCATION, LGBT_IDENTITY",998,649,1.1112224448897796
"age_at_visit, INCOME, RACE_1, EDUCATION, ETHNICITY_1",904,700,1.170353982300885
"age_at_visit, INCOME, RACE_1, EDUCATION, GENDER",1059,753,0.9490084985835694
"age_at_visit, INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY",1017,639,1.1002949852507375
"age_at_visit, INCOME, RACE_1, EMPLOYMENT, ETHNICITY_1",923,687,1.160346695557963
"age_at_visit, INCOME, RACE_1, EMPLOYMENT, GENDER",1035,725,0.9980676328502416
"age_at_visit, INCOME, RACE_1, LGBT_IDENTITY, ETHNICITY_1",843,758,1.1862396204033214
"age_at_visit, INCOME, RACE_1, LGBT_IDENTITY, GENDER",947,804,1.0073917634635692
"age_at_visit, INCOME, RACE_1, ETHNICITY_1, GENDER",816,860,1.1004901960784315
"age_at_visit, INCOME, CURRENT_GENDER, MARITAL_STATUS, EDUCATION",1024,697,1.0361328125
"age_at_visit, INCOME, CURRENT_GENDER, MARITAL_STATUS, EMPLOYMENT",1015,689,1.0532019704433497
"age_at_visit, INCOME, CURRENT_GENDER, MARITAL_STATUS, LGBT_IDENTITY",898,747,1.1258351893095768
"age_at_visit, INCOME, CURRENT_GENDER, MARITAL_STATUS, ETHNICITY_1",839,820,1.1179976162097736
"age_at_visit, INCOME, CURRENT_GENDER, MARITAL_STATUS, GENDER",723,785,1.3457814661134164
"age_at_visit, INCOME, CURRENT_GENDER, EDUCATION, EMPLOYMENT",1053,684,1.01994301994302
"age_at_visit, INCOME, CURRENT_GENDER, EDUCATION, LGBT_IDENTITY",969,766,1.023735810113519
"age_at_visit, INCOME, CURRENT_GENDER, EDUCATION, ETHNICITY_1",869,823,1.0759493670886076
"age_at_visit, INCOME, CURRENT_GENDER, EDUCATION, GENDER",763,770,1.2948885976408913
"age_at_visit, INCOME, CURRENT_GENDER, EMPLOYMENT, LGBT_IDENTITY",960,733,1.0677083333333333
"age_at_visit, INCOME, CURRENT_GENDER, EMPLOYMENT, ETHNICITY_1",872,808,1.0894495412844036
"age_at_visit, INCOME, CURRENT_GENDER, EMPLOYMENT, GENDER",756,744,1.3412698412698412
"age_at_visit, INCOME, CURRENT_GENDER, LGBT_IDENTITY, ETHNICITY_1",744,876,1.185483870967742
"age_at_visit, INCOME, CURRENT_GENDER, LGBT_IDENTITY, GENDER",627,843,1.4593301435406698
"age_at_visit, INCOME, CURRENT_GENDER, ETHNICITY_1, GENDER",516,892,1.678294573643411
"age_at_visit, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT",1029,521,1.2021379980563653
"age_at_visit, INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",974,602,1.1868583162217659
"age_at_visit, INCOME, MARITAL_STATUS, EDUCATION, ETHNICITY_1",910,657,1.2098901098901098
"age_at_visit, INCOME, MARITAL_STATUS, EDUCATION, GENDER",1010,704,1.0435643564356436
"age_at_visit, INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",958,601,1.207724425887265
"age_at_visit, INCOME, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",885,637,1.2666666666666666
"age_at_visit, INCOME, MARITAL_STATUS, EMPLOYMENT, GENDER",998,691,1.0691382765531061
"age_at_visit, INCOME, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",820,707,1.2817073170731708
"age_at_visit, INCOME, MARITAL_STATUS, LGBT_IDENTITY, GENDER",897,751,1.1226309921962097
"age_at_visit, INCOME, MARITAL_STATUS, ETHNICITY_1, GENDER",830,829,1.119277108433735
"age_at_visit, INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",981,587,1.1936799184505607
"age_at_visit, INCOME, EDUCATION, EMPLOYMENT, ETHNICITY_1",898,645,1.2394209354120267
"age_at_visit, INCOME, EDUCATION, EMPLOYMENT, GENDER",1043,685,1.0287631831255992
"age_at_visit, INCOME, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",836,722,1.2392344497607655
"age_at_visit, INCOME, EDUCATION, LGBT_IDENTITY, GENDER",966,771,1.0217391304347827
"age_at_visit, INCOME, EDUCATION, ETHNICITY_1, GENDER",855,831,1.0842105263157895
"age_at_visit, INCOME, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",836,700,1.2655502392344498
"age_at_visit, INCOME, EMPLOYMENT, LGBT_IDENTITY, GENDER",955,743,1.0628272251308901
"age_at_visit, INCOME, EMPLOYMENT, ETHNICITY_1, GENDER",860,810,1.1023255813953488
"age_at_visit, INCOME, LGBT_IDENTITY, ETHNICITY_1, GENDER",744,886,1.1720430107526882
"age_at_visit, RACE_1, CURRENT_GENDER, MARITAL_STATUS, EDUCATION",694,925,1.2002881844380404
"age_at_visit, RACE_1, CURRENT_GENDER, MARITAL_STATUS, EMPLOYMENT",671,892,1.2906110283159464
"age_at_visit, RACE_1, CURRENT_GENDER, MARITAL_STATUS, LGBT_IDENTITY",582,1005,1.2938144329896908
"age_at_visit, RACE_1, CURRENT_GENDER, MARITAL_STATUS, ETHNICITY_1",505,1047,1.4079207920792078
"age_at_visit, RACE_1, CURRENT_GENDER, MARITAL_STATUS, GENDER",402,987,1.9179104477611941
"age_at_visit, RACE_1, CURRENT_GENDER, EDUCATION, EMPLOYMENT",706,881,1.2422096317280453
"age_at_visit, RACE_1, CURRENT_GENDER, EDUCATION, LGBT_IDENTITY",621,983,1.247987117552335
"age_at_visit, RACE_1, CURRENT_GENDER, EDUCATION, ETHNICITY_1",539,1040,1.3320964749536177
"age_at_visit, RACE_1, CURRENT_GENDER, EDUCATION, GENDER",447,959,1.7874720357941833
"age_at_visit, RACE_1, CURRENT_GENDER, EMPLOYMENT, LGBT_IDENTITY",608,948,1.332236842105263
"age_at_visit, RACE_1, CURRENT_GENDER, EMPLOYMENT, ETHNICITY_1",529,997,1.438563327032136
"age_at_visit, RACE_1, CURRENT_GENDER, EMPLOYMENT, GENDER",427,939,1.9180327868852458
"age_at_visit, RACE_1, CURRENT_GENDER, LGBT_IDENTITY, ETHNICITY_1",460,1077,1.4804347826086957
"age_at_visit, RACE_1, CURRENT_GENDER, LGBT_IDENTITY, GENDER",358,1043,1.9972067039106145
"age_at_visit, RACE_1, CURRENT_GENDER, ETHNICITY_1, GENDER",291,1065,2.381443298969072
"age_at_visit, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT",766,702,1.3785900783289817
"age_at_visit, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",689,820,1.3613933236574747
"age_at_visit, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1",600,875,1.4716666666666667
"age_at_visit, RACE_1, MARITAL_STATUS, EDUCATION, GENDER",685,929,1.2102189781021897
"age_at_visit, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",674,775,1.4584569732937684
"age_at_visit, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",582,836,1.5841924398625429
"age_at_visit, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER",653,898,1.3169984686064318
"age_at_visit, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",514,944,1.583657587548638
"age_at_visit, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER",580,1012,1.2862068965517242
"age_at_visit, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER",494,1053,1.4271255060728745
"age_at_visit, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",709,776,1.385049365303244
"age_at_visit, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1",614,845,1.486970684039088
"age_at_visit, RACE_1, EDUCATION, EMPLOYMENT, GENDER",695,888,1.2517985611510791
"age_at_visit, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",542,931,1.5258302583025831
"age_at_visit, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER",617,990,1.2447325769854134
"age_at_visit, RACE_1, EDUCATION, ETHNICITY_1, GENDER",534,1046,1.3333333333333333
"age_at_visit, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",507,891,1.7100591715976332
"age_at_visit, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER",596,952,1.3523489932885906
"age_at_visit, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER",517,999,1.4680851063829787
"age_at_visit, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER",455,1086,1.476923076923077
"age_at_visit, CURRENT_GENDER, MARITAL_STATUS, EDUCATION, EMPLOYMENT",721,836,1.2787794729542303
"age_at_visit, CURRENT_GENDER, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",616,956,1.301948051948052
"age_at_visit, CURRENT_GENDER, MARITAL_STATUS, EDUCATION, ETHNICITY_1",555,1012,1.3441441441441442
"age_at_visit, CURRENT_GENDER, MARITAL_STATUS, EDUCATION, GENDER",425,931,1.9458823529411764
"age_at_visit, CURRENT_GENDER, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",604,892,1.4337748344370862
"age_at_visit, CURRENT_GENDER, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",540,969,1.461111111111111
"age_at_visit, CURRENT_GENDER, MARITAL_STATUS, EMPLOYMENT, GENDER",420,923,1.9880952380952381
"age_at_visit, CURRENT_GENDER, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",451,1070,1.5254988913525498
"age_at_visit, CURRENT_GENDER, MARITAL_STATUS, LGBT_IDENTITY, GENDER",342,1016,2.1695906432748537
"age_at_visit, CURRENT_GENDER, MARITAL_STATUS, ETHNICITY_1, GENDER",276,1052,2.5579710144927534
"age_at_visit, CURRENT_GENDER, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",623,901,1.375601926163724
"age_at_visit, CURRENT_GENDER, EDUCATION, EMPLOYMENT, ETHNICITY_1",541,965,1.465804066543438
"age_at_visit, CURRENT_GENDER, EDUCATION, EMPLOYMENT, GENDER",428,888,2.032710280373832
"age_at_visit, CURRENT_GENDER, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",482,1067,1.433609958506224
"age_at_visit, CURRENT_GENDER, EDUCATION, LGBT_IDENTITY, GENDER",372,976,2.1021505376344085
"age_at_visit, CURRENT_GENDER, EDUCATION, ETHNICITY_1, GENDER",302,1013,2.466887417218543
"age_at_visit, CURRENT_GENDER, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",456,1018,1.6228070175438596
"age_at_visit, CURRENT_GENDER, EMPLOYMENT, LGBT_IDENTITY, GENDER",355,971,2.2169014084507044
"age_at_visit, CURRENT_GENDER, EMPLOYMENT, ETHNICITY_1, GENDER",281,1018,2.6334519572953736
"age_at_visit, CURRENT_GENDER, LGBT_IDENTITY, ETHNICITY_1, GENDER",277,1098,2.3826714801444044
"age_at_visit, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",692,731,1.4841040462427746
"age_at_visit, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",632,785,1.5395569620253164
"age_at_visit, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",708,835,1.3036723163841808
"age_at_visit, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",556,903,1.5377697841726619
"age_at_visit, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",609,962,1.3070607553366174
"age_at_visit, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",546,1018,1.3553113553113554
"age_at_visit, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",536,850,1.6940298507462686
"age_at_visit, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",592,898,1.4527027027027026
"age_at_visit, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",528,972,1.4886363636363635
"age_at_visit, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",449,1084,1.5011135857461024
"age_at_visit, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",554,859,1.6227436823104693
"age_at_visit, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",615,908,1.3821138211382114
"age_at_visit, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",533,972,1.474671669793621
"age_at_visit, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",477,1079,1.4234800838574424
"age_at_visit, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",446,1028,1.6367713004484306
"LANGUAGE, OTHER_LANGUAGE, INCOME, RACE_1, CURRENT_GENDER",662,1009,1.1314199395770392
"LANGUAGE, OTHER_LANGUAGE, INCOME, RACE_1, MARITAL_STATUS",716,741,1.420391061452514
"LANGUAGE, OTHER_LANGUAGE, INCOME, RACE_1, EDUCATION",733,749,1.3765347885402455
"LANGUAGE, OTHER_LANGUAGE, INCOME, RACE_1, EMPLOYMENT",744,752,1.3521505376344085
"LANGUAGE, OTHER_LANGUAGE, INCOME, RACE_1, LGBT_IDENTITY",662,851,1.3700906344410877
"LANGUAGE, OTHER_LANGUAGE, INCOME, RACE_1, ETHNICITY_1",612,914,1.3790849673202614
"LANGUAGE, OTHER_LANGUAGE, INCOME, RACE_1, GENDER",655,1010,1.1419847328244275
"LANGUAGE, OTHER_LANGUAGE, INCOME, CURRENT_GENDER, MARITAL_STATUS",716,970,1.100558659217877
"LANGUAGE, OTHER_LANGUAGE, INCOME, CURRENT_GENDER, EDUCATION",694,951,1.1628242074927955
"LANGUAGE, OTHER_LANGUAGE, INCOME, CURRENT_GENDER, EMPLOYMENT",746,961,1.0683646112600536
"LANGUAGE, OTHER_LANGUAGE, INCOME, CURRENT_GENDER, LGBT_IDENTITY",631,1064,1.0998415213946118
"LANGUAGE, OTHER_LANGUAGE, INCOME, CURRENT_GENDER, ETHNICITY_1",586,1132,1.068259385665529
"LANGUAGE, OTHER_LANGUAGE, INCOME, CURRENT_GENDER, GENDER",538,1034,1.345724907063197
"LANGUAGE, OTHER_LANGUAGE, INCOME, MARITAL_STATUS, EDUCATION",757,724,1.3659180977542933
"LANGUAGE, OTHER_LANGUAGE, INCOME, MARITAL_STATUS, EMPLOYMENT",782,719,1.3286445012787724
"LANGUAGE, OTHER_LANGUAGE, INCOME, MARITAL_STATUS, LGBT_IDENTITY",706,807,1.3470254957507082
"LANGUAGE, OTHER_LANGUAGE, INCOME, MARITAL_STATUS, ETHNICITY_1",651,906,1.3087557603686637
"LANGUAGE, OTHER_LANGUAGE, INCOME, MARITAL_STATUS, GENDER",704,974,1.1136363636363635
"LANGUAGE, OTHER_LANGUAGE, INCOME, EDUCATION, EMPLOYMENT",809,704,1.3028430160692213
"LANGUAGE, OTHER_LANGUAGE, INCOME, EDUCATION, LGBT_IDENTITY",712,790,1.3595505617977528
"LANGUAGE, OTHER_LANGUAGE, INCOME, EDUCATION, ETHNICITY_1",655,857,1.3755725190839694
"LANGUAGE, OTHER_LANGUAGE, INCOME, EDUCATION, GENDER",686,952,1.1749271137026238
"LANGUAGE, OTHER_LANGUAGE, INCOME, EMPLOYMENT, LGBT_IDENTITY",732,810,1.2950819672131149
"LANGUAGE, OTHER_LANGUAGE, INCOME, EMPLOYMENT, ETHNICITY_1",672,884,1.3005952380952381
"LANGUAGE, OTHER_LANGUAGE, INCOME, EMPLOYMENT, GENDER",736,962,1.0815217391304348
"LANGUAGE, OTHER_LANGUAGE, INCOME, LGBT_IDENTITY, ETHNICITY_1",590,986,1.3084745762711865
"LANGUAGE, OTHER_LANGUAGE, INCOME, LGBT_IDENTITY, GENDER",627,1071,1.0956937799043063
"LANGUAGE, OTHER_LANGUAGE, INCOME, ETHNICITY_1, GENDER",578,1133,1.0813148788927336
"LANGUAGE, OTHER_LANGUAGE, RACE_1, CURRENT_GENDER, MARITAL_STATUS",527,1302,0.8652751423149905
"LANGUAGE, OTHER_LANGUAGE, RACE_1, CURRENT_GENDER, EDUCATION",534,1237,0.9756554307116105
"LANGUAGE, OTHER_LANGUAGE, RACE_1, CURRENT_GENDER, EMPLOYMENT",539,1265,0.9146567717996289
"LANGUAGE, OTHER_LANGUAGE, RACE_1, CURRENT_GENDER, LGBT_IDENTITY",464,1323,0.9375
"LANGUAGE, OTHER_LANGUAGE, RACE_1, CURRENT_GENDER, ETHNICITY_1",435,1379,0.871264367816092
"LANGUAGE, OTHER_LANGUAGE, RACE_1, CURRENT_GENDER, GENDER",394,1273,1.2309644670050761
"LANGUAGE, OTHER_LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION",598,1060,1.1672240802675586
"LANGUAGE, OTHER_LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT",599,1066,1.1552587646076795
"LANGUAGE, OTHER_LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY",544,1149,1.119485294117647
"LANGUAGE, OTHER_LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1",506,1240,1.023715415019763
"LANGUAGE, OTHER_LANGUAGE, RACE_1, MARITAL_STATUS, GENDER",517,1299,0.8878143133462283
"LANGUAGE, OTHER_LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT",617,1014,1.2058346839546192
"LANGUAGE, OTHER_LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY",524,1114,1.2290076335877862
"LANGUAGE, OTHER_LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1",501,1165,1.183632734530938
"LANGUAGE, OTHER_LANGUAGE, RACE_1, EDUCATION, GENDER",526,1235,0.9942965779467681
"LANGUAGE, OTHER_LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY",555,1131,1.1297297297297297
"LANGUAGE, OTHER_LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1",517,1190,1.0986460348162477
"LANGUAGE, OTHER_LANGUAGE, RACE_1, EMPLOYMENT, GENDER",534,1265,0.9232209737827716
"LANGUAGE, OTHER_LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1",442,1256,1.1357466063348416
"LANGUAGE, OTHER_LANGUAGE, RACE_1, LGBT_IDENTITY, GENDER",457,1330,0.936542669584245
"LANGUAGE, OTHER_LANGUAGE, RACE_1, ETHNICITY_1, GENDER",428,1379,0.8855140186915887
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, MARITAL_STATUS, EDUCATION",577,1275,0.8370883882149047
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, MARITAL_STATUS, EMPLOYMENT",587,1288,0.8006814310051107
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, MARITAL_STATUS, LGBT_IDENTITY",510,1338,0.8235294117647058
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, MARITAL_STATUS, ETHNICITY_1",487,1419,0.6960985626283368
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, MARITAL_STATUS, GENDER",438,1271,1.1118721461187215
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, EDUCATION, EMPLOYMENT",580,1244,0.8862068965517241
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, EDUCATION, LGBT_IDENTITY",514,1294,0.9027237354085603
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, EDUCATION, ETHNICITY_1",483,1366,0.8115942028985508
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, EDUCATION, GENDER",442,1257,1.1334841628959276
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, EMPLOYMENT, LGBT_IDENTITY",527,1329,0.8140417457305503
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, EMPLOYMENT, ETHNICITY_1",486,1396,0.7448559670781894
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, EMPLOYMENT, GENDER",448,1282,1.0625
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, LGBT_IDENTITY, ETHNICITY_1",434,1419,0.7811059907834101
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, LGBT_IDENTITY, GENDER",390,1305,1.1615384615384616
"LANGUAGE, OTHER_LANGUAGE, CURRENT_GENDER, ETHNICITY_1, GENDER",379,1381,0.9947229551451188
"LANGUAGE, OTHER_LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT",661,1042,1.0832072617246595
"LANGUAGE, OTHER_LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",580,1140,1.0655172413793104
"LANGUAGE, OTHER_LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1",545,1222,0.9834862385321101
"LANGUAGE, OTHER_LANGUAGE, MARITAL_STATUS, EDUCATION, GENDER",568,1277,0.846830985915493
"LANGUAGE, OTHER_LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",594,1146,1.0303030303030303
"LANGUAGE, OTHER_LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",557,1238,0.933572710951526
"LANGUAGE, OTHER_LANGUAGE, MARITAL_STATUS, EMPLOYMENT, GENDER",582,1287,0.8092783505154639
"LANGUAGE, OTHER_LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",485,1290,0.9649484536082474
"LANGUAGE, OTHER_LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER",509,1343,0.8153241650294696
"LANGUAGE, OTHER_LANGUAGE, MARITAL_STATUS, ETHNICITY_1, GENDER",479,1418,0.7098121085594989
"LANGUAGE, OTHER_LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",619,1099,1.0646203554119547
"LANGUAGE, OTHER_LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1",573,1190,0.9912739965095986
"LANGUAGE, OTHER_LANGUAGE, EDUCATION, EMPLOYMENT, GENDER",573,1244,0.8970331588132635
"LANGUAGE, OTHER_LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",469,1245,1.0938166311300639
"LANGUAGE, OTHER_LANGUAGE, EDUCATION, LGBT_IDENTITY, GENDER",507,1305,0.893491124260355
"LANGUAGE, OTHER_LANGUAGE, EDUCATION, ETHNICITY_1, GENDER",478,1367,0.8179916317991632
"LANGUAGE, OTHER_LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",498,1279,0.9618473895582329
"LANGUAGE, OTHER_LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, GENDER",519,1334,0.8169556840077071
"LANGUAGE, OTHER_LANGUAGE, EMPLOYMENT, ETHNICITY_1, GENDER",482,1394,0.7551867219917012
"LANGUAGE, OTHER_LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, GENDER",425,1425,0.7835294117647059
"LANGUAGE, INCOME, RACE_1, CURRENT_GENDER, MARITAL_STATUS",349,1321,1.2521489971346704
"LANGUAGE, INCOME, RACE_1, CURRENT_GENDER, EDUCATION",366,1293,1.2704918032786885
"LANGUAGE, INCOME, RACE_1, CURRENT_GENDER, EMPLOYMENT",375,1304,1.2106666666666666
"LANGUAGE, INCOME, RACE_1, CURRENT_GENDER, LGBT_IDENTITY",302,1364,1.304635761589404
"LANGUAGE, INCOME, RACE_1, CURRENT_GENDER, ETHNICITY_1",257,1440,1.2373540856031129
"LANGUAGE, INCOME, RACE_1, CURRENT_GENDER, GENDER",211,1330,2.028436018957346
"LANGUAGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION",420,1118,1.5238095238095237
"LANGUAGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT",422,1132,1.4834123222748816
"LANGUAGE, INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY",355,1188,1.6056338028169015
"LANGUAGE, INCOME, RACE_1, MARITAL_STATUS, ETHNICITY_1",301,1276,1.601328903654485
"LANGUAGE, INCOME, RACE_1, MARITAL_STATUS, GENDER",332,1321,1.3162650602409638
