Combination,Unique Rows,Unique Rows Excluding Columns,Score
"age, gender_identity_M, sex, education_level, religious_now",143,161,2.4825174825174825
"age, gender_identity_M, sex, gender_identity_F, handedness",113,147,3.265486725663717
"age, gender_identity_M, sex, gender_identity_F, religious_upbringing",130,130,2.9692307692307693
"age, gender_identity_M, sex, gender_identity_F, religious_now",119,139,3.168067226890756
"age, gender_identity_M, sex, handedness, religious_upbringing",109,175,3.128440366972477
"age, gender_identity_M, sex, handedness, religious_now",102,192,3.176470588235294
"age, gender_identity_M, sex, religious_upbringing, religious_now",110,171,3.1363636363636362
"age, gender_identity_M, education_level, gender_identity_F, handedness",203,106,2.019704433497537
"age, gender_identity_M, education_level, gender_identity_F, religious_upbringing",213,99,1.9577464788732395
"age, gender_identity_M, education_level, gender_identity_F, religious_now",207,110,1.961352657004831
"age, gender_identity_M, education_level, handedness, religious_upbringing",196,122,2.010204081632653
"age, gender_identity_M, education_level, handedness, religious_now",188,140,2.0
"age, gender_identity_M, education_level, religious_upbringing, religious_now",194,124,2.020618556701031
"age, gender_identity_M, gender_identity_F, handedness, religious_upbringing",161,121,2.453416149068323
"age, gender_identity_M, gender_identity_F, handedness, religious_now",145,135,2.627586206896552
"age, gender_identity_M, gender_identity_F, religious_upbringing, religious_now",163,124,2.4049079754601226
"age, gender_identity_M, handedness, religious_upbringing, religious_now",137,143,2.7226277372262775
"age, sex, education_level, gender_identity_F, handedness",143,149,2.5664335664335662
"age, sex, education_level, gender_identity_F, religious_upbringing",161,137,2.3540372670807455
"age, sex, education_level, gender_identity_F, religious_now",156,145,2.378205128205128
"age, sex, education_level, handedness, religious_upbringing",113,160,3.150442477876106
"age, sex, education_level, handedness, religious_now",114,175,2.991228070175439
"age, sex, education_level, religious_upbringing, religious_now",135,156,2.6666666666666665
"age, sex, gender_identity_F, handedness, religious_upbringing",102,168,3.411764705882353
"age, sex, gender_identity_F, handedness, religious_now",98,175,3.479591836734694
"age, sex, gender_identity_F, religious_upbringing, religious_now",111,161,3.1981981981981984
"age, sex, handedness, religious_upbringing, religious_now",70,180,4.8
"age, education_level, gender_identity_F, handedness, religious_upbringing",205,123,1.9170731707317072
"age, education_level, gender_identity_F, handedness, religious_now",191,130,2.020942408376963
"age, education_level, gender_identity_F, religious_upbringing, religious_now",215,118,1.8511627906976744
"age, education_level, handedness, religious_upbringing, religious_now",112,136,3.392857142857143
"age, gender_identity_F, handedness, religious_upbringing, religious_now",143,145,2.5944055944055946
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex",101,256,2.5742574257425743
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level",139,145,2.6690647482014387
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F",136,206,2.2794117647058822
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, handedness",114,218,2.6140350877192984
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, religious_upbringing",128,194,2.515625
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, religious_now",119,208,2.588235294117647
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level",102,196,3.1372549019607843
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, gender_identity_F",103,240,2.679611650485437
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, handedness",77,261,3.311688311688312
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, religious_upbringing",90,248,2.977777777777778
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, religious_now",76,260,3.3684210526315788
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, gender_identity_F",143,141,2.6223776223776225
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, handedness",101,163,3.495049504950495
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, religious_upbringing",118,147,3.1271186440677967
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, religious_now",108,162,3.2777777777777777
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F, handedness",122,196,2.622950819672131
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F, religious_upbringing",138,190,2.36231884057971
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F, religious_now",120,199,2.6416666666666666
"sexual_attraction_F, background_SES, sexual_attraction_M, handedness, religious_upbringing",88,207,3.5113636363636362
"sexual_attraction_F, background_SES, sexual_attraction_M, handedness, religious_now",82,214,3.682926829268293
"sexual_attraction_F, background_SES, sexual_attraction_M, religious_upbringing, religious_now",91,204,3.4285714285714284
"sexual_attraction_F, background_SES, gender_identity_M, sex, education_level",112,234,2.517857142857143
"sexual_attraction_F, background_SES, gender_identity_M, sex, gender_identity_F",105,256,2.4761904761904763
"sexual_attraction_F, background_SES, gender_identity_M, sex, handedness",94,299,2.3085106382978724
"sexual_attraction_F, background_SES, gender_identity_M, sex, religious_upbringing",99,290,2.282828282828283
"sexual_attraction_F, background_SES, gender_identity_M, sex, religious_now",96,297,2.28125
"sexual_attraction_F, background_SES, gender_identity_M, education_level, gender_identity_F",153,172,2.2483660130718954
"sexual_attraction_F, background_SES, gender_identity_M, education_level, handedness",130,199,2.4384615384615387
"sexual_attraction_F, background_SES, gender_identity_M, education_level, religious_upbringing",145,178,2.331034482758621
"sexual_attraction_F, background_SES, gender_identity_M, education_level, religious_now",141,193,2.2907801418439715
"sexual_attraction_F, background_SES, gender_identity_M, gender_identity_F, handedness",131,232,2.16793893129771
"sexual_attraction_F, background_SES, gender_identity_M, gender_identity_F, religious_upbringing",152,215,1.980263157894737
"sexual_attraction_F, background_SES, gender_identity_M, gender_identity_F, religious_now",137,227,2.1094890510948905
"sexual_attraction_F, background_SES, gender_identity_M, handedness, religious_upbringing",116,263,2.1810344827586206
"sexual_attraction_F, background_SES, gender_identity_M, handedness, religious_now",114,257,2.2719298245614037
"sexual_attraction_F, background_SES, gender_identity_M, religious_upbringing, religious_now",126,233,2.246031746031746
"sexual_attraction_F, background_SES, sex, education_level, gender_identity_F",108,227,2.675925925925926
"sexual_attraction_F, background_SES, sex, education_level, handedness",94,243,2.904255319148936
"sexual_attraction_F, background_SES, sex, education_level, religious_upbringing",102,230,2.803921568627451
"sexual_attraction_F, background_SES, sex, education_level, religious_now",94,238,2.9574468085106385
"sexual_attraction_F, background_SES, sex, gender_identity_F, handedness",87,281,2.7011494252873565
"sexual_attraction_F, background_SES, sex, gender_identity_F, religious_upbringing",104,282,2.25
"sexual_attraction_F, background_SES, sex, gender_identity_F, religious_now",92,286,2.5
"sexual_attraction_F, background_SES, sex, handedness, religious_upbringing",75,301,2.8666666666666667
"sexual_attraction_F, background_SES, sex, handedness, religious_now",64,306,3.28125
"sexual_attraction_F, background_SES, sex, religious_upbringing, religious_now",72,283,3.236111111111111
"sexual_attraction_F, background_SES, education_level, gender_identity_F, handedness",141,195,2.276595744680851
"sexual_attraction_F, background_SES, education_level, gender_identity_F, religious_upbringing",165,186,2.0
"sexual_attraction_F, background_SES, education_level, gender_identity_F, religious_now",147,191,2.2108843537414966
"sexual_attraction_F, background_SES, education_level, handedness, religious_upbringing",104,203,3.0096153846153846
"sexual_attraction_F, background_SES, education_level, handedness, religious_now",96,212,3.1666666666666665
"sexual_attraction_F, background_SES, education_level, religious_upbringing, religious_now",111,195,2.891891891891892
"sexual_attraction_F, background_SES, gender_identity_F, handedness, religious_upbringing",130,241,2.1153846153846154
"sexual_attraction_F, background_SES, gender_identity_F, handedness, religious_now",117,248,2.2905982905982905
"sexual_attraction_F, background_SES, gender_identity_F, religious_upbringing, religious_now",131,229,2.1908396946564888
"sexual_attraction_F, background_SES, handedness, religious_upbringing, religious_now",72,253,3.6527777777777777
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level",49,396,2.4489795918367347
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, gender_identity_F",58,491,0.43103448275862066
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, handedness",40,469,1.175
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, religious_upbringing",45,445,1.5777777777777777
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, religious_now",50,461,1.1
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F",76,453,0.8289473684210527
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, handedness",60,363,2.55
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, religious_upbringing",68,353,2.3970588235294117
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, religious_now",67,367,2.2238805970149254
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness",67,585,-1.0298507462686568
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, gender_identity_F, religious_upbringing",75,520,-0.05333333333333334
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, gender_identity_F, religious_now",74,570,-0.7297297297297297
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, handedness, religious_upbringing",51,430,1.6862745098039216
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, handedness, religious_now",54,447,1.2777777777777777
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, religious_upbringing, religious_now",58,390,2.1724137931034484
"sexual_attraction_F, sexual_attraction_M, sex, education_level, gender_identity_F",58,393,2.1206896551724137
"sexual_attraction_F, sexual_attraction_M, sex, education_level, handedness",31,396,3.870967741935484
"sexual_attraction_F, sexual_attraction_M, sex, education_level, religious_upbringing",48,391,2.6041666666666665
"sexual_attraction_F, sexual_attraction_M, sex, education_level, religious_now",38,398,3.1052631578947367
"sexual_attraction_F, sexual_attraction_M, sex, gender_identity_F, handedness",44,461,1.25
"sexual_attraction_F, sexual_attraction_M, sex, gender_identity_F, religious_upbringing",51,440,1.4901960784313726
"sexual_attraction_F, sexual_attraction_M, sex, gender_identity_F, religious_now",47,453,1.3404255319148937
"sexual_attraction_F, sexual_attraction_M, sex, handedness, religious_upbringing",23,454,2.6956521739130435
"sexual_attraction_F, sexual_attraction_M, sex, handedness, religious_now",19,467,2.5789473684210527
"sexual_attraction_F, sexual_attraction_M, sex, religious_upbringing, religious_now",27,413,3.814814814814815
"sexual_attraction_F, sexual_attraction_M, education_level, gender_identity_F, handedness",67,363,2.283582089552239
"sexual_attraction_F, sexual_attraction_M, education_level, gender_identity_F, religious_upbringing",75,356,2.1333333333333333
"sexual_attraction_F, sexual_attraction_M, education_level, gender_identity_F, religious_now",72,367,2.0694444444444446
"sexual_attraction_F, sexual_attraction_M, education_level, handedness, religious_upbringing",38,359,4.131578947368421
"sexual_attraction_F, sexual_attraction_M, education_level, handedness, religious_now",33,365,4.575757575757576
"sexual_attraction_F, sexual_attraction_M, education_level, religious_upbringing, religious_now",49,333,3.7346938775510203
"sexual_attraction_F, sexual_attraction_M, gender_identity_F, handedness, religious_upbringing",58,428,1.5172413793103448
"sexual_attraction_F, sexual_attraction_M, gender_identity_F, handedness, religious_now",56,441,1.3392857142857142
"sexual_attraction_F, sexual_attraction_M, gender_identity_F, religious_upbringing, religious_now",64,390,1.96875
"sexual_attraction_F, sexual_attraction_M, handedness, religious_upbringing, religious_now",28,403,4.035714285714286
"sexual_attraction_F, gender_identity_M, sex, education_level, gender_identity_F",55,417,1.8
"sexual_attraction_F, gender_identity_M, sex, education_level, handedness",46,431,1.8478260869565217
"sexual_attraction_F, gender_identity_M, sex, education_level, religious_upbringing",48,424,1.9166666666666667
"sexual_attraction_F, gender_identity_M, sex, education_level, religious_now",50,431,1.7
"sexual_attraction_F, gender_identity_M, sex, gender_identity_F, handedness",47,474,0.8936170212765957
"sexual_attraction_F, gender_identity_M, sex, gender_identity_F, religious_upbringing",46,450,1.434782608695652
"sexual_attraction_F, gender_identity_M, sex, gender_identity_F, religious_now",47,461,1.1702127659574468
"sexual_attraction_F, gender_identity_M, sex, handedness, religious_upbringing",29,475,1.4137931034482758
"sexual_attraction_F, gender_identity_M, sex, handedness, religious_now",28,483,1.1785714285714286
"sexual_attraction_F, gender_identity_M, sex, religious_upbringing, religious_now",42,439,1.8333333333333333
"sexual_attraction_F, gender_identity_M, education_level, gender_identity_F, handedness",74,401,1.554054054054054
"sexual_attraction_F, gender_identity_M, education_level, gender_identity_F, religious_upbringing",78,385,1.6794871794871795
"sexual_attraction_F, gender_identity_M, education_level, gender_identity_F, religious_now",77,394,1.5844155844155845
"sexual_attraction_F, gender_identity_M, education_level, handedness, religious_upbringing",61,394,2.0
"sexual_attraction_F, gender_identity_M, education_level, handedness, religious_now",60,403,1.8833333333333333
"sexual_attraction_F, gender_identity_M, education_level, religious_upbringing, religious_now",70,377,1.9857142857142858
"sexual_attraction_F, gender_identity_M, gender_identity_F, handedness, religious_upbringing",57,452,1.1228070175438596
"sexual_attraction_F, gender_identity_M, gender_identity_F, handedness, religious_now",56,463,0.9464285714285714
"sexual_attraction_F, gender_identity_M, gender_identity_F, religious_upbringing, religious_now",63,409,1.6984126984126984
"sexual_attraction_F, gender_identity_M, handedness, religious_upbringing, religious_now",45,427,1.9777777777777779
"sexual_attraction_F, sex, education_level, gender_identity_F, handedness",39,440,1.9487179487179487
"sexual_attraction_F, sex, education_level, gender_identity_F, religious_upbringing",40,431,2.125
"sexual_attraction_F, sex, education_level, gender_identity_F, religious_now",44,435,1.8409090909090908
"sexual_attraction_F, sex, education_level, handedness, religious_upbringing",25,425,3.64
"sexual_attraction_F, sex, education_level, handedness, religious_now",23,427,3.869565217391304
"sexual_attraction_F, sex, education_level, religious_upbringing, religious_now",25,404,4.48
"sexual_attraction_F, sex, gender_identity_F, handedness, religious_upbringing",34,483,0.9705882352941176
"sexual_attraction_F, sex, gender_identity_F, handedness, religious_now",34,492,0.7058823529411765
"sexual_attraction_F, sex, gender_identity_F, religious_upbringing, religious_now",39,447,1.7692307692307692
"sexual_attraction_F, sex, handedness, religious_upbringing, religious_now",16,452,4.0
"sexual_attraction_F, education_level, gender_identity_F, handedness, religious_upbringing",54,407,2.0185185185185186
"sexual_attraction_F, education_level, gender_identity_F, handedness, religious_now",57,414,1.7894736842105263
"sexual_attraction_F, education_level, gender_identity_F, religious_upbringing, religious_now",64,385,2.046875
"sexual_attraction_F, education_level, handedness, religious_upbringing, religious_now",25,376,5.6
"sexual_attraction_F, gender_identity_F, handedness, religious_upbringing, religious_now",43,439,1.7906976744186047
"background_SES, sexual_attraction_M, gender_identity_M, sex, education_level",113,244,2.4070796460176993
"background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F",99,248,2.707070707070707
"background_SES, sexual_attraction_M, gender_identity_M, sex, handedness",82,306,2.5609756097560976
"background_SES, sexual_attraction_M, gender_identity_M, sex, religious_upbringing",102,289,2.2254901960784315
"background_SES, sexual_attraction_M, gender_identity_M, sex, religious_now",87,296,2.528735632183908
"background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F",149,174,2.295302013422819
"background_SES, sexual_attraction_M, gender_identity_M, education_level, handedness",131,206,2.366412213740458
"background_SES, sexual_attraction_M, gender_identity_M, education_level, religious_upbringing",147,192,2.204081632653061
"background_SES, sexual_attraction_M, gender_identity_M, education_level, religious_now",138,204,2.260869565217391
"background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness",121,240,2.28099173553719
"background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, religious_upbringing",147,221,2.006802721088435
"background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, religious_now",126,229,2.2777777777777777
"background_SES, sexual_attraction_M, gender_identity_M, handedness, religious_upbringing",122,267,2.040983606557377
"background_SES, sexual_attraction_M, gender_identity_M, handedness, religious_now",98,262,2.5918367346938775
"background_SES, sexual_attraction_M, gender_identity_M, religious_upbringing, religious_now",121,237,2.3057851239669422
"background_SES, sexual_attraction_M, sex, education_level, gender_identity_F",108,235,2.6018518518518516
"background_SES, sexual_attraction_M, sex, education_level, handedness",88,253,2.9886363636363638
"background_SES, sexual_attraction_M, sex, education_level, religious_upbringing",101,235,2.782178217821782
"background_SES, sexual_attraction_M, sex, education_level, religious_now",91,251,2.912087912087912
"background_SES, sexual_attraction_M, sex, gender_identity_F, handedness",78,295,2.8333333333333335
"background_SES, sexual_attraction_M, sex, gender_identity_F, religious_upbringing",101,286,2.277227722772277
"background_SES, sexual_attraction_M, sex, gender_identity_F, religious_now",84,295,2.630952380952381
"background_SES, sexual_attraction_M, sex, handedness, religious_upbringing",77,302,2.779220779220779
"background_SES, sexual_attraction_M, sex, handedness, religious_now",57,308,3.6491228070175437
"background_SES, sexual_attraction_M, sex, religious_upbringing, religious_now",70,284,3.3142857142857145
"background_SES, sexual_attraction_M, education_level, gender_identity_F, handedness",134,204,2.328358208955224
"background_SES, sexual_attraction_M, education_level, gender_identity_F, religious_upbringing",167,191,1.9461077844311376
"background_SES, sexual_attraction_M, education_level, gender_identity_F, religious_now",145,203,2.1586206896551725
"background_SES, sexual_attraction_M, education_level, handedness, religious_upbringing",102,207,3.0294117647058822
"background_SES, sexual_attraction_M, education_level, handedness, religious_now",92,222,3.1956521739130435
"background_SES, sexual_attraction_M, education_level, religious_upbringing, religious_now",106,200,2.981132075471698
"background_SES, sexual_attraction_M, gender_identity_F, handedness, religious_upbringing",123,249,2.1707317073170733
"background_SES, sexual_attraction_M, gender_identity_F, handedness, religious_now",102,264,2.4705882352941178
"background_SES, sexual_attraction_M, gender_identity_F, religious_upbringing, religious_now",118,236,2.3728813559322033
"background_SES, sexual_attraction_M, handedness, religious_upbringing, religious_now",68,257,3.8088235294117645
"background_SES, gender_identity_M, sex, education_level, gender_identity_F",87,198,3.6551724137931036
"background_SES, gender_identity_M, sex, education_level, handedness",68,229,4.220588235294118
"background_SES, gender_identity_M, sex, education_level, religious_upbringing",73,223,4.013698630136986
"background_SES, gender_identity_M, sex, education_level, religious_now",73,227,3.958904109589041
"background_SES, gender_identity_M, sex, gender_identity_F, handedness",64,250,4.15625
"background_SES, gender_identity_M, sex, gender_identity_F, religious_upbringing",80,239,3.4625
"background_SES, gender_identity_M, sex, gender_identity_F, religious_now",70,244,3.8857142857142857
"background_SES, gender_identity_M, sex, handedness, religious_upbringing",52,291,4.326923076923077
"background_SES, gender_identity_M, sex, handedness, religious_now",42,277,5.690476190476191
"background_SES, gender_identity_M, sex, religious_upbringing, religious_now",56,259,4.589285714285714
"background_SES, gender_identity_M, education_level, gender_identity_F, handedness",108,177,3.138888888888889
"background_SES, gender_identity_M, education_level, gender_identity_F, religious_upbringing",131,176,2.595419847328244
"background_SES, gender_identity_M, education_level, gender_identity_F, religious_now",123,176,2.7642276422764227
"background_SES, gender_identity_M, education_level, handedness, religious_upbringing",92,193,3.510869565217391
"background_SES, gender_identity_M, education_level, handedness, religious_now",83,193,3.891566265060241
"background_SES, gender_identity_M, education_level, religious_upbringing, religious_now",107,191,3.0373831775700935
"background_SES, gender_identity_M, gender_identity_F, handedness, religious_upbringing",102,229,2.8137254901960786
"background_SES, gender_identity_M, gender_identity_F, handedness, religious_now",89,224,3.2808988764044944
"background_SES, gender_identity_M, gender_identity_F, religious_upbringing, religious_now",102,199,3.107843137254902
"background_SES, gender_identity_M, handedness, religious_upbringing, religious_now",67,233,4.223880597014926
"background_SES, sex, education_level, gender_identity_F, handedness",59,232,4.813559322033898
"background_SES, sex, education_level, gender_identity_F, religious_upbringing",73,225,3.9863013698630136
"background_SES, sex, education_level, gender_identity_F, religious_now",72,230,3.9722222222222223
"background_SES, sex, education_level, handedness, religious_upbringing",42,232,6.761904761904762
"background_SES, sex, education_level, handedness, religious_now",41,240,6.7317073170731705
"background_SES, sex, education_level, religious_upbringing, religious_now",38,227,7.605263157894737
"background_SES, sex, gender_identity_F, handedness, religious_upbringing",47,277,5.085106382978723
"background_SES, sex, gender_identity_F, handedness, religious_now",42,282,5.571428571428571
"background_SES, sex, gender_identity_F, religious_upbringing, religious_now",42,257,6.166666666666667
"background_SES, sex, handedness, religious_upbringing, religious_now",26,272,9.384615384615385
"background_SES, education_level, gender_identity_F, handedness, religious_upbringing",99,196,3.2323232323232323
"background_SES, education_level, gender_identity_F, handedness, religious_now",95,204,3.2842105263157895
"background_SES, education_level, gender_identity_F, religious_upbringing, religious_now",111,190,2.936936936936937
"background_SES, education_level, handedness, religious_upbringing, religious_now",42,205,7.404761904761905
"background_SES, gender_identity_F, handedness, religious_upbringing, religious_now",60,227,4.816666666666666
"sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F",45,423,2.066666666666667
"sexual_attraction_M, gender_identity_M, sex, education_level, handedness",42,436,1.9047619047619047
"sexual_attraction_M, gender_identity_M, sex, education_level, religious_upbringing",46,428,1.9130434782608696
"sexual_attraction_M, gender_identity_M, sex, education_level, religious_now",53,442,1.3962264150943395
"sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness",44,470,1.0454545454545454
"sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_upbringing",42,454,1.4761904761904763
"sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_now",48,471,0.9375
"sexual_attraction_M, gender_identity_M, sex, handedness, religious_upbringing",31,476,1.2903225806451613
"sexual_attraction_M, gender_identity_M, sex, handedness, religious_now",41,486,0.7317073170731707
"sexual_attraction_M, gender_identity_M, sex, religious_upbringing, religious_now",46,443,1.5869565217391304
"sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness",68,404,1.6470588235294117
"sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_upbringing",68,389,1.8676470588235294
"sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_now",70,411,1.5
"sexual_attraction_M, gender_identity_M, education_level, handedness, religious_upbringing",59,396,2.0338983050847457
"sexual_attraction_M, gender_identity_M, education_level, handedness, religious_now",64,412,1.625
"sexual_attraction_M, gender_identity_M, education_level, religious_upbringing, religious_now",69,383,1.9275362318840579
"sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_upbringing",56,451,1.1607142857142858
"sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_now",60,471,0.75
"sexual_attraction_M, gender_identity_M, gender_identity_F, religious_upbringing, religious_now",65,418,1.5076923076923077
"sexual_attraction_M, gender_identity_M, handedness, religious_upbringing, religious_now",50,429,1.74
"sexual_attraction_M, sex, education_level, gender_identity_F, handedness",40,439,1.925
"sexual_attraction_M, sex, education_level, gender_identity_F, religious_upbringing",46,432,1.826086956521739
"sexual_attraction_M, sex, education_level, gender_identity_F, religious_now",49,442,1.510204081632653
"sexual_attraction_M, sex, education_level, handedness, religious_upbringing",24,427,3.7083333333333335
"sexual_attraction_M, sex, education_level, handedness, religious_now",25,432,3.36
"sexual_attraction_M, sex, education_level, religious_upbringing, religious_now",31,408,3.4838709677419355
"sexual_attraction_M, sex, gender_identity_F, handedness, religious_upbringing",30,479,1.2333333333333334
"sexual_attraction_M, sex, gender_identity_F, handedness, religious_now",36,491,0.6944444444444444
"sexual_attraction_M, sex, gender_identity_F, religious_upbringing, religious_now",39,448,1.7435897435897436
"sexual_attraction_M, sex, handedness, religious_upbringing, religious_now",19,450,3.473684210526316
"sexual_attraction_M, education_level, gender_identity_F, handedness, religious_upbringing",57,406,1.9298245614035088
"sexual_attraction_M, education_level, gender_identity_F, handedness, religious_now",61,417,1.6229508196721312
"sexual_attraction_M, education_level, gender_identity_F, religious_upbringing, religious_now",64,388,2.0
"sexual_attraction_M, education_level, handedness, religious_upbringing, religious_now",28,381,4.821428571428571
"sexual_attraction_M, gender_identity_F, handedness, religious_upbringing, religious_now",45,436,1.7777777777777777
"gender_identity_M, sex, education_level, gender_identity_F, handedness",29,405,3.8275862068965516
"gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing",31,391,4.032258064516129
"gender_identity_M, sex, education_level, gender_identity_F, religious_now",31,411,3.3870967741935485
"gender_identity_M, sex, education_level, handedness, religious_upbringing",20,406,5.5
"gender_identity_M, sex, education_level, handedness, religious_now",22,419,4.409090909090909
"gender_identity_M, sex, education_level, religious_upbringing, religious_now",23,393,5.3478260869565215
"gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing",29,452,2.206896551724138
"gender_identity_M, sex, gender_identity_F, handedness, religious_now",21,463,2.5238095238095237
"gender_identity_M, sex, gender_identity_F, religious_upbringing, religious_now",25,413,4.12
"gender_identity_M, sex, handedness, religious_upbringing, religious_now",16,433,5.1875
"gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing",39,371,3.717948717948718
"gender_identity_M, education_level, gender_identity_F, handedness, religious_now",38,394,3.210526315789474
"gender_identity_M, education_level, gender_identity_F, religious_upbringing, religious_now",42,355,3.8333333333333335
"gender_identity_M, education_level, handedness, religious_upbringing, religious_now",32,355,5.03125
"gender_identity_M, gender_identity_F, handedness, religious_upbringing, religious_now",34,411,3.088235294117647
"sex, education_level, gender_identity_F, handedness, religious_upbringing",18,423,5.166666666666667
"sex, education_level, gender_identity_F, handedness, religious_now",19,432,4.421052631578948
"sex, education_level, gender_identity_F, religious_upbringing, religious_now",21,401,5.476190476190476
"sex, education_level, handedness, religious_upbringing, religious_now",5,388,25.6
"sex, gender_identity_F, handedness, religious_upbringing, religious_now",18,443,4.055555555555555
"education_level, gender_identity_F, handedness, religious_upbringing, religious_now",25,371,5.8
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex",371,25,1.3234501347708896
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level",443,18,1.1241534988713318
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F",388,5,1.3170103092783505
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, handedness",401,21,1.2344139650872819
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, religious_upbringing",432,19,1.150462962962963
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, religious_now",423,18,1.177304964539007
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level",411,34,1.1727493917274938
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, gender_identity_F",355,32,1.3633802816901408
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, handedness",355,42,1.3352112676056338
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, religious_upbringing",394,38,1.2131979695431472
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex, religious_now",371,39,1.2857142857142858
"age, sexual_attraction_F, background_SES, sexual_attraction_M, education_level, gender_identity_F",433,16,1.1547344110854503
"age, sexual_attraction_F, background_SES, sexual_attraction_M, education_level, handedness",413,25,1.188861985472155
"age, sexual_attraction_F, background_SES, sexual_attraction_M, education_level, religious_upbringing",463,21,1.0691144708423326
"age, sexual_attraction_F, background_SES, sexual_attraction_M, education_level, religious_now",452,29,1.0774336283185841
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F, handedness",393,23,1.2544529262086515
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F, religious_upbringing",419,22,1.1789976133651552
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F, religious_now",406,20,1.2216748768472907
"age, sexual_attraction_F, background_SES, sexual_attraction_M, handedness, religious_upbringing",411,31,1.1800486618004866
"age, sexual_attraction_F, background_SES, sexual_attraction_M, handedness, religious_now",391,31,1.2404092071611252
"age, sexual_attraction_F, background_SES, sexual_attraction_M, religious_upbringing, religious_now",405,29,1.202469135802469
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, education_level",436,45,1.0802752293577982
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, gender_identity_F",381,28,1.2808398950131235
"age, sexual_attraction_F, background_SES, gender_identity_M, sex, handedness",388,64,1.1649484536082475
